A1_0,A1_1,A4_0,A4_1,A5_0,A5_1,A6_0,A6_1,A6_2,A6_3,A7_0,A7_1,A7_2,A7_3,A9_0,A9_1,A10_0,A10_1,A12_0,A12_1,A13_0,A13_1,A2,A3,A8,A11,A14,A15,Class
0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,-1.5805645816654175,-0.3510820401527583,-0.24438879691338805,-0.5040186939779314,0.11678877372772499,-0.17978954814792816,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,-0.206882396011634,-0.33377639212711185,-0.2943064032472386,-0.5040186939779314,-0.26378326772483496,-0.1929342717310325,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0.748834605165213,-0.16520656135877804,-0.06862257742799863,-0.1011738871632567,0.26544972742013123,-0.0978731548039447,0
1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,-0.013678150490708052,-0.30974076986926957,-0.33227190665608275,-0.5040186939779314,-0.0021399892261999894,-0.18169458055127663,0
0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,-1.7029272704953373,-0.383129536496548,-0.33156884177814117,-0.5040186939779314,0.17625315520468748,-0.19312477497136735,0
0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.41039086796034263,-0.04342607525237718,-0.3217259334869594,-0.5040186939779314,-0.4302835358603299,-0.19179125228902344,0
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0.16922186860243518,-0.3510820401527583,-0.20923555301631017,-0.5040186939779314,0.11678877372772499,-0.19312477497136735,0
0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,-0.040082730711901264,-0.12354481611185143,0.4867986761458319,-0.5040186939779314,-0.4778550410418999,-0.19312477497136735,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0.4429278830904136,0.30268688526055154,-0.3217259334869594,-0.5040186939779314,-0.3589262780879749,-0.19312477497136735,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-0.14248098083799202,-0.3510820401527583,-0.3146952847075438,-0.5040186939779314,-0.41839065956493743,-0.19312477497136735,0
1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0.056519392048561705,-0.3257645180411644,-0.3146952847075438,-0.5040186939779314,-0.0021399892261999894,-0.18359961295462507,0
0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-1.4839624589049545,-0.12354481611185143,-0.3294596471443165,-0.5040186939779314,-0.3589262780879749,-0.19217225876969313,0
0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1.4411498182818643,-0.317752643955217,-0.3118830251957776,-0.5040186939779314,0.11678877372772499,-0.19255326525036282,0
0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0.4371317557247858,-0.28378229783079995,-0.27251139203105035,-0.5040186939779314,-0.0021399892261999894,-0.19312477497136735,0
0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1.612457582643752,-0.3901799856921817,-0.3217259334869594,-0.5040186939779314,-0.0021399892261999894,-0.19236276201002797,0
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-0.2493873300262377,0.6231618486984486,-0.21626620179572573,-0.5040186939779314,-0.12106875218012497,0.008427653302898942,0
0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,-0.31958487256550744,-0.3417882662130593,-0.27251139203105035,-0.5040186939779314,1.0444331247683398,-0.19312477497136735,0
0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.09933203267165189,-0.3908209356190575,-0.32875658226637494,-0.5040186939779314,0.11678877372772499,-0.19312477497136735,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,2.0471671350658354,-0.3042926954908253,1.365629773572779,-0.5040186939779314,0.8303613514512749,-0.19312477497136735,0
0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,-1.71323149692312,-0.3911414105824954,-0.33227190665608275,0.30167091965141796,-0.8049091391651936,-0.1929342717310325,0
0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,-0.4644880567062019,-0.20366355697132568,-0.33227190665608275,0.10024851624408064,1.0087544958821624,-0.04662778315387134,0
1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1.709059705404215,-0.3382630416152424,-0.33227190665608275,-0.5040186939779314,-0.7038196906543573,-0.18798118748232653,0
1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0.02431868446174072,-0.3510820401527583,-0.33227190665608275,-0.30259629057059406,-0.5254265462234698,-0.13597380287091376,0
0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,-0.05618308450531176,-0.11072581757433556,-0.06862257742799863,-0.1011738871632567,-0.03781861811237748,-0.19255326525036282,0
0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,-0.23908310359845497,-0.3911414105824954,-0.33156884177814117,1.7116277435027794,-1.0724988558115247,-0.19312477497136735,0
0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0.8235402467666377,-0.3895390357653059,-0.33227190665608275,-0.1011738871632567,-0.9714094073006886,-0.1929342717310325,0
0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0.24392751020385986,-0.3042926954908253,-0.24438879691338805,-0.5040186939779314,-0.5967838039958249,-0.19312477497136735,0
0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,-0.6145433540607877,-0.3901799856921817,-0.3294596471443165,-0.5040186939779314,-0.12106875218012497,-0.18550464535797354,0
1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,-0.5874947596878581,-0.3911414105824954,-0.33227190665608275,-0.5040186939779314,-0.5611051751096474,-0.19312477497136735,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-1.6192054307696027,-0.3510820401527583,-0.21626620179572573,-0.5040186939779314,-0.2875690203156199,-0.19312477497136735,0
1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0.034622910889523434,0.14244940354160307,-0.33227190665608275,-0.5040186939779314,0.9492901144051998,-0.1929342717310325,0
0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0.2870764583702,-0.030607076714861303,-0.33227190665608275,-0.30259629057059406,-0.5016407936326849,-0.18950521340500528,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-1.7125874827713836,-0.38889808583843016,-0.32875658226637494,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-1.4710821758702262,0.12963040500408718,-0.3217259334869594,-0.5040186939779314,-1.0724988558115247,-0.13292575102555623,0
0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,-1.4904026004223188,-0.2549395511213892,-0.3076646359281282,-0.5040186939779314,1.6271840632425723,-0.18359961295462507,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1.6504544175962008,-0.38633428613092696,-0.06862257742799863,-0.5040186939779314,-1.0724988558115247,-0.1264486408541715,0
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0.6039314210245186,5.417467301729387,-0.27251139203105035,-0.5040186939779314,0.8303613514512749,0.483542734698003,0
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.18532222239584567,-0.3671057883246531,-0.3294596471443165,-0.5040186939779314,0.3546462996355749,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0.6039314210245186,-0.37351528759341107,-0.32875658226637494,-0.5040186939779314,0.17625315520468748,-0.06224904886132865,0
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,-0.07228343829872226,-0.3818476366427964,-0.3217259334869594,-0.5040186939779314,-0.12106875218012497,-0.19312477497136735,0
1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-1.5676842986306891,0.38280562612002583,-0.33227190665608275,-0.5040186939779314,-0.3589262780879749,-0.19312477497136735,0
0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,-0.174681688424813,-0.11072581757433556,-0.27251139203105035,0.30167091965141796,0.43789643370332243,0.1783565436815809,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-0.3137887451998797,-0.3895390357653059,-0.24438879691338805,-0.5040186939779314,1.0682188773591248,-0.19312477497136735,0
1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0.6303360012457118,-0.3818476366427964,-0.33227190665608275,1.510205340095442,0.11678877372772499,-0.18969571664534013,0
1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,-1.7106554403161742,0.19693014732604555,-0.33227190665608275,-0.30259629057059406,0.11678877372772499,-0.18302810323362054,0
1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0.05072326468293393,-0.3901799856921817,-0.13611680571038817,-0.30259629057059406,0.5925038255434248,-0.19121974256801888,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0.27612821779068086,0.5975238516234168,-0.3146952847075438,-0.1011738871632567,-0.12106875218012497,-0.1853141421176387,0
1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0.23362328377607716,0.049511664144612944,-0.3294596471443165,0.10024851624408064,-1.0724988558115247,-0.18683816804031744,0
0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.303484518772097,0.35716762904499405,-0.2795420408104659,-0.5040186939779314,-0.0021399892261999894,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,-0.6737926560205384,0.9179988150613138,-0.04049998231033633,-0.5040186939779314,-0.3589262780879749,-0.19312477497136735,0
1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,-0.3137887451998797,3.347199037920573,-0.27251139203105035,-0.5040186939779314,0.8303613514512749,-0.19217225876969313,0
0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,-0.36788593394573893,0.9308178135988296,-0.3294596471443165,-0.5040186939779314,-0.23999751513404993,-0.17407445093788282,0
0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.6035951134812686,-0.3703105379590321,-0.24438879691338805,-0.5040186939779314,-0.7157125669497498,-0.17407445093788282,0
0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,-0.49089263692739515,-0.3898595107287438,-0.33156884177814117,-0.5040186939779314,1.0682188773591248,-0.0026215346365220825,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,-0.39429051416693217,-0.25814430075576816,-0.24438879691338805,-0.5040186939779314,-1.0724988558115247,-0.18474263239663416,0
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,-0.0027299099111889147,-0.3905004606556196,-0.2795420408104659,-0.5040186939779314,-0.5967838039958249,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,-0.206882396011634,-0.12354481611185143,-0.27251139203105035,-0.5040186939779314,0.23571753668164996,-0.19217225876969313,0
0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.7971356665454445,-0.383129536496548,-0.3252412578766672,-0.5040186939779314,0.11678877372772499,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,-0.26033557060575685,-0.35428678978713724,-0.04049998231033633,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,0
1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,-0.6357958210680896,-0.3895390357653059,-0.21626620179572573,0.7045157264660926,0.3546462996355749,-0.18645716155964775,0
0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,-1.5741244401480532,0.6231618486984486,-0.04049998231033633,-0.30259629057059406,0.5925038255434248,-0.17788451574457972,0
1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,-0.6093912408468963,-0.3606962890558952,-0.20923555301631017,1.510205340095442,-1.0724988558115247,-0.19121974256801888,0
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,-0.19593415543211487,-0.25814430075576816,-0.3294596471443165,-0.1011738871632567,-0.31135477290640495,-0.19198175552935828,0
0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0.5073292982640556,-0.35653011453120254,0.4867986761458319,-0.5040186939779314,-0.9059985876760298,-0.19312477497136735,0
0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,3.0936901316375174,-0.38505238627717536,-0.3294596471443165,-0.1011738871632567,-1.0724988558115247,-0.12625813761383667,0
0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0.0887200996353827,-0.3510820401527583,-0.27251139203105035,-0.5040186939779314,0.21193178409086497,0.2069320297318077,0
0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,-1.5676842986306891,3.882392226861861,-0.3294596471443165,-0.5040186939779314,-0.3589262780879749,-0.10263573581231585,0
0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,-0.5127891180864333,-0.2776932735254799,-0.33227190665608275,-0.5040186939779314,-0.0021399892261999894,-0.1929342717310325,0
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1.3174991011484718,-0.3671057883246531,-0.1389290652221544,-0.30259629057059406,0.907665047371326,-0.02319588459268537,1
0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,-0.16888556105918523,-0.11072581757433556,2.9194031538236214,-0.1011738871632567,2.0196489809905245,0.1878817056983232,1
0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0.8022877797593359,-0.3606962890558952,-0.2865726895898815,2.3158949537247913,0.3546462996355749,0.6845236532512647,1
1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,-1.5934448647001458,3.4016797817050155,-0.3280535173884334,-0.5040186939779314,0.9492901144051998,-0.19312477497136735,1
1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,-0.5127891180864333,1.0237555529958198,-0.33016271202225805,-0.5040186939779314,0.3546462996355749,-0.19312477497136735,1
0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,-0.49089263692739515,-0.3606962890558952,-0.3217259334869594,-0.5040186939779314,-0.3589262780879749,0.22712537320730128,1
1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,-1.7093674120127014,-0.11072581757433556,-0.25915315935016076,-0.5040186939779314,-0.12106875218012497,0.9232242133908258,1
0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,-0.42649122175375315,-0.0947020694024407,0.8383311151166106,0.10024851624408064,-0.8346413299036748,-0.18779068424199166,1
0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,-0.0671313250848309,-0.3895390357653059,-0.22962443447661532,0.5030933230587553,0.7827898462697048,-0.19312477497136735,1
0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,-0.41039086796034263,-0.38889808583843016,0.8102085199989484,0.10024851624408064,0.11678877372772499,0.07186523233440241,1
0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,-1.7003512138883916,-0.3895390357653059,-0.3076646359281282,1.510205340095442,-1.0724988558115247,-0.19312477497136735,1
1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,2.401374918520866,-0.3382630416152424,-0.33227190665608275,-0.30259629057059406,0.30707479445400493,-0.17407445093788282,1
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0.09387221284927405,1.2512927770367266,0.0016839103661571314,-0.1011738871632567,1.4250051662208998,-0.19179125228902344,1
1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0.12607292043609505,-0.27096329929328405,0.43055348591050724,-0.30259629057059406,1.1336296969837836,-0.19312477497136735,1
0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0.2922285715840914,-0.3286487927121055,-0.32735045251049183,2.718739760539466,-1.0724988558115247,0.759391426702859,1
1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,-0.5069929907208056,-0.38825713591155436,-0.2795420408104659,-0.1011738871632567,-0.5492122988142549,-0.08053735993347379,1
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,-0.13153274025847286,-0.3901799856921817,0.9578521443666754,3.3230069707614778,-1.0724988558115247,-0.0978731548039447,1
1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0.24972363756948765,-0.38729571102124066,-0.33086577690019964,-0.30259629057059406,0.23571753668164996,-0.18950521340500528,1
0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,-1.711943468619647,-0.23763390309574275,-0.17408230911923228,-0.30259629057059406,-0.5967838039958249,-0.13597380287091376,1
0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,-0.8399483071685346,-0.3898595107287438,-0.20923555301631017,-0.1011738871632567,-0.3589262780879749,-0.0026215346365220825,1
1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,-1.6958431148262365,-0.3898595107287438,-0.33227190665608275,-0.5040186939779314,-0.4778550410418999,-0.010241664249915893,1
1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1.129446968841437,-0.3911414105824954,-0.3146952847075438,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,1
0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,-0.4213391085398618,-0.07194834699835001,-0.33227190665608275,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,1
0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,-0.2654876838196482,-0.30974076986926957,1.485150802822844,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,1
1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,2.1978664465721574,-0.3895390357653059,-0.3294596471443165,0.30167091965141796,-1.0724988558115247,-0.17426495417821766,1
0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,-0.6898930098139489,-0.3671057883246531,-0.20923555301631017,0.5030933230587553,1.0206473721775549,-0.06167753914032411,1
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0.0887200996353827,-0.27096329929328405,0.07902104693972847,0.30167091965141796,-0.5967838039958249,-0.19312477497136735,1
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0.7971356665454445,-0.33634019183461505,-0.24438879691338805,0.5030933230587553,1.7817914550826746,-0.19312477497136735,1
1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,-1.7061473412540193,-0.22161015492384792,-0.17408230911923228,0.5030933230587553,-0.48380147918959615,-0.0978731548039447,1
0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,-0.2551834573918655,-0.3901799856921817,-0.2415765374016218,-0.30259629057059406,0.47357506258949994,-0.040722182703491136,1
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,-1.5805645816654175,-0.3639010386902742,-0.20923555301631017,1.510205340095442,-0.5967838039958249,-0.004526567039870535,0
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.11512467985657591,0.14244940354160307,1.365629773572779,-0.5040186939779314,1.5439339291748246,-0.19312477497136735,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1.1835441575872965,-0.38633428613092696,-0.3146952847075438,-0.5040186939779314,-0.23999751513404993,-0.19312477497136735,0
0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0.9523430771139216,-0.33505829198086345,-0.31750754421931005,-0.5040186939779314,-0.12106875218012497,-0.19312477497136735,0
1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1.9505650123053724,-0.28378229783079995,-0.33156884177814117,-0.5040186939779314,0.42600355740792994,0.22541084404428768,0
1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1.8649111301244286,-0.16424513646846434,0.14229688595446865,0.10024851624408064,-0.4778550410418999,-0.18359961295462507,0
0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1.0598934404539038,0.4167759722444429,-0.31750754421931005,-0.30259629057059406,3.446794136437625,-0.17597948334123126,0
1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,-0.09417991945776052,0.2770488881855198,-0.1389290652221544,-0.5040186939779314,1.0682188773591248,-0.1929342717310325,0
1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.14248098083799202,-0.3696695880321563,-0.20923555301631017,-0.5040186939779314,1.3060764032669747,-0.19312477497136735,0
0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1.0547413272400123,-0.3190345438089686,-0.2795420408104659,-0.5040186939779314,2.2575065068983746,-0.19312477497136735,0
0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0.909838143099318,-0.12354481611185143,-0.33227190665608275,-0.5040186939779314,-0.2994618966110124,-0.1929342717310325,0
0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.32442927917091235,-0.383129536496548,-0.2795420408104659,-0.5040186939779314,2.0374882954336133,-0.19312477497136735,0
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0.4590282368838241,0.11681140646657132,-0.33227190665608275,-0.5040186939779314,0.8303613514512749,-0.19312477497136735,0
1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,-0.12058449967895374,-0.3510820401527583,-0.33227190665608275,-0.5040186939779314,-0.5967838039958249,-0.19312477497136735,0
0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0.5446821190647679,0.6231618486984486,-0.06862257742799863,-0.5040186939779314,2.9710790846219246,-0.19312477497136735,0
0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0.4802807038911259,-0.33505829198086345,-0.3146952847075438,-0.5040186939779314,-0.10322943773703622,-0.19312477497136735,0
0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,-0.47479228313398464,-0.38633428613092696,-0.33086577690019964,-0.5040186939779314,-0.4778550410418999,-0.18931471016467044,0
0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1.0276927328670828,-0.3901799856921817,-0.33156884177814117,-0.5040186939779314,-1.0724988558115247,-0.1550241269043983,0
0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,-0.4586919293405741,-0.38793666094811646,0.2547872664251179,-0.5040186939779314,-0.23999751513404993,-0.19312477497136735,0
0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0.6142356474523013,-0.26968139943953245,0.4867986761458319,-0.5040186939779314,0.11678877372772499,-0.19312477497136735,0
0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0.21172680261703888,-0.35781201438495414,-0.32875658226637494,1.510205340095442,-0.2875690203156199,-0.18779068424199166,0
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1.1242948556275458,-0.38761618598467856,-0.3217259334869594,-0.5040186939779314,-1.0724988558115247,-0.19312477497136735,0
0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,-0.206882396011634,-0.37639956226435217,1.5132733979405062,0.7045157264660926,0.16436027890929497,-0.12702015057517604,0
0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,-0.18498591485259572,-0.38633428613092696,0.9859747394843378,0.7045157264660926,0.11678877372772499,-0.13083021538187295,1
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0.4107271755035926,-0.3908209356190575,-0.2795420408104659,0.90593812987343,0.9492901144051998,0.5824139164317876,1
0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1.387052629536005,-0.38729571102124066,-0.3210228686090178,-0.5040186939779314,-0.41839065956493743,-0.19312477497136735,1
0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,3.21734084877091,0.323197282920577,0.5641358127194032,-0.30259629057059406,-1.0724988558115247,-0.17235992177486922,1
0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1.580256875056931,-0.38793666094811646,-0.33227190665608275,1.7116277435027794,-1.0724988558115247,0.04481377220685439,1
0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0.5124814114779469,-0.38633428613092696,3.4467018122797897,1.3087829366881047,-1.0724988558115247,-0.16759734076649807,1
0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0.7591388315929957,0.677642592482891,-0.3294596471443165,2.3158949537247913,1.2049869547561385,0.06291158003866469,1
1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,-0.2815880376130587,-0.030607076714861303,-0.2795420408104659,0.30167091965141796,-1.0724988558115247,-0.131973234823882,1
0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0.9742395582729599,-0.3776814621181037,-0.31750754421931005,0.7045157264660926,0.23571753668164996,-0.012527703133934035,1
0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0.17952609503021788,-0.37672003722779007,-0.2795420408104659,-0.1011738871632567,0.8898257329282373,-0.19312477497136735,1
1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0.3463257603299506,-0.34435206592056244,0.43055348591050724,2.718739760539466,-0.3589262780879749,0.20293146168477594,1
0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1.5860530024225588,-0.3898595107287438,-0.3294596471443165,-0.5040186939779314,-1.0724988558115247,0.3783849460331684,1
